WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Kontaveit A.,Stefanini L.,81,111,779,634,6,4,6,4,,,2,0,Completed,1.53,2.5,1.59,2.5,1.59,2.6,1.54,2.45
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Cristian J.,Bronzetti L.,133,47,541,1052,6,3,6,4,,,2,0,Completed,3.75,1.29,3.73,1.31,3.95,1.34,3.63,1.3
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Collins D.,Grabher J.,52,58,1013,970,6,4,6,4,,,2,0,Completed,1.3,3.5,1.33,3.6,1.36,3.6,1.32,3.39
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Vekic D.,Zhang S.,21,38,1975,1173,6,2,6,3,,,2,0,Completed,1.11,6.5,1.14,6.59,1.15,6.59,1.13,5.9
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Kostyuk M.,Sakkari M.,36,8,1200,3301,0,6,7,5,6,2,2,1,Completed,3.4,1.33,3.51,1.34,3.51,1.36,3.38,1.33
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Cirstea S.,Maria T.,37,62,1187,920,6,1,2,6,6,3,2,1,Completed,1.8,2,1.93,1.96,1.95,2.05,1.86,1.96
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Haddad Maia B.,Putintseva Y.,13,56,2560,981,3,6,6,0,6,4,2,1,Completed,1.29,3.75,1.33,3.62,1.35,3.8,1.31,3.51
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Alexandrova E.,Navarro E.,22,55,1915,999,6,4,6,3,,,2,0,Completed,1.29,3.75,1.3,3.81,1.34,3.95,1.28,3.69
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Gracheva V.,Giorgi C.,41,48,1118,1049,6,2,6,4,,,2,0,Completed,3.2,1.36,3.55,1.34,3.55,1.36,3.37,1.32
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Bai Z.,Bonaventure Y.,191,91,371,730,7,6,6,1,,,2,0,Completed,2.2,1.67,2.06,1.84,2.22,1.84,2.1,1.74
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Ostapenko J.,Minnen G.,17,123,2150,601,6,1,6,2,,,2,0,Completed,1.25,4,1.28,4.06,1.3,4.25,1.26,3.89
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Boulter K.,Saville D.,89,231,733,314,7,6,6,2,,,2,0,Completed,1.33,3.4,1.31,3.74,1.36,3.9,1.31,3.48
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Juvan K.,Betova M.,244,1316,299,4,6,0,6,3,,,2,0,Completed,1.07,9,1.09,9.18,1.09,10.75,1.07,8.57
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Korpatsch T.,Zhao C.,122,166,603,411,1,6,6,4,6,2,2,1,Completed,1.67,2.2,1.79,2.12,1.8,2.2,1.73,2.11
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Krejcikova B.,Watson H.,11,144,2830,488,6,2,7,5,,,2,0,Completed,1.2,4.5,1.22,4.77,1.26,4.77,1.21,4.39
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Potapova A.,Naef C.,23,165,1845,415,6,3,6,3,,,2,0,Completed,1.4,3,1.41,3.12,1.5,3.16,1.41,2.9
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Tomova V.,Pera B.,99,27,680,1519,6,7,6,3,6,3,2,1,Completed,2.63,1.5,2.64,1.54,2.75,1.54,2.58,1.5
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Stevanovic N.,Pliskova Ka.,225,19,322,2055,6,2,6,3,,,2,0,Completed,6.5,1.11,6.86,1.13,7,1.17,6.4,1.12
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Cornet A.,Hibino N.,74,127,829,584,6,2,6,2,,,2,0,Completed,1.36,3.2,1.4,3.2,1.41,3.38,1.37,3.12
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Badosa P.,Riske-Amritraj A.,35,141,1233,502,6,3,6,3,,,2,0,Completed,1.3,3.5,1.34,3.52,1.37,3.52,1.32,3.37
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Brengle M.,Errani S.,114,79,624,787,6,3,6,1,,,2,0,Completed,1.67,2.2,1.67,2.34,1.79,2.34,1.67,2.22
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Andreeva M.,Wang Xiy.,102,65,651,887,6,4,3,6,7,5,2,1,Completed,1.57,2.38,1.56,2.58,1.66,2.58,1.6,2.34
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Keys M.,Kartal S.,18,266,2106,262,6,0,6,3,,,2,0,Completed,1.14,5.5,1.16,6.12,1.21,6.12,1.16,5.28
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Blinkova A.,Wickmayer Y.,40,112,1153,628,6,2,4,6,6,3,2,1,Completed,2.1,1.73,2.18,1.75,2.2,1.76,2.12,1.72
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Kvitova P.,Paolini J.,9,44,3101,1100,6,4,6,7,6,1,2,1,Completed,1.08,8,1.1,8.8,1.18,8.8,1.09,7.44
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Galfi D.,Noskova L.,126,45,584,1067,6,7,6,2,6,2,2,1,Completed,3.4,1.33,3.43,1.35,3.7,1.38,3.29,1.34
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Niemeier J.,Muchova K.,103,16,650,2294,6,4,5,7,6,1,2,1,Completed,3.5,1.3,3.85,1.3,3.85,1.38,3.48,1.31
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Kalinina A.,Bouzas Maneiro J.,26,167,1527,410,6,4,6,3,,,2,0,Completed,1.3,3.5,1.36,3.42,1.39,3.57,1.33,3.32
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Andreescu B.,Bondar A.,50,110,1027,635,6,3,3,6,6,2,2,1,Completed,1.22,4.33,1.22,4.75,1.24,4.9,1.21,4.46
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Begu I.,Marino R.,30,83,1342,757,6,2,3,6,6,2,2,1,Completed,1.67,2.2,1.7,2.26,1.71,2.32,1.66,2.22
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Sasnovich A.,Parrizas Diaz N.,69,105,868,642,6,2,6,1,,,2,0,Completed,1.33,3.4,1.34,3.5,1.4,3.58,1.33,3.3
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,1st Round,3,Golubic V.,Schmiedlova A.,139,77,511,792,6,3,7,6,,,2,0,Completed,1.3,3.5,1.34,3.55,1.37,3.55,1.32,3.38
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Kasatkina D.,Burrage J.,10,108,2935,639,6,0,6,2,,,2,0,Completed,1.25,4,1.26,4.22,1.26,4.4,1.24,4.02
31,London,Wimbledon,05/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Swiatek I.,Sorribes Tormo S.,1,84,8990,754,6,2,6,0,,,2,0,Completed,1.03,15,1.05,14.97,1.05,15,1.03,12.53
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Svitolina E.,Mertens E.,76,28,798,1424,6,1,1,6,6,1,2,1,Completed,2.3,1.62,2.34,1.66,2.45,1.71,2.29,1.63
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Kenin S.,Wang Xin.,128,73,582,833,6,4,6,3,,,2,0,Completed,1.44,2.75,1.47,2.89,1.52,2.89,1.47,2.71
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Bogdan A.,Parks A.,57,51,972,1026,1,6,6,3,6,2,2,1,Completed,1.44,2.75,1.42,3.07,1.48,3.07,1.43,2.84
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Tsurenko L.,Siniakova K.,60,32,942,1264,6,4,6,1,,,2,0,Completed,2.3,1.62,2.36,1.65,2.4,1.69,2.27,1.64
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Martic P.,Parry D.,29,96,1418,710,4,6,6,3,6,3,2,1,Completed,1.36,3.2,1.4,3.17,1.4,3.32,1.38,3.06
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Azarenka V.,Podoroska N.,20,80,1996,784,6,3,6,0,,,2,0,Completed,1.22,4.33,1.21,4.89,1.26,4.89,1.22,4.29
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Andreeva M.,Krejcikova B.,102,11,651,2830,6,3,4,0,,,1,0,Retired,3.5,1.3,3.43,1.35,3.55,1.35,3.38,1.32
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Vondrousova M.,Kudermetova V.,42,12,1106,2600,6,3,6,3,,,2,0,Completed,2.3,1.62,2.28,1.69,2.43,1.7,2.24,1.66
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Haddad Maia B.,Cristian J.,13,133,2560,541,4,6,6,2,6,4,2,1,Completed,1.14,5.5,1.16,6.05,1.2,6.05,1.15,5.47
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Cirstea S.,Ostapenko J.,37,17,1187,2150,4,6,7,6,6,4,2,1,Completed,3.5,1.3,3.86,1.3,3.86,1.41,3.45,1.32
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Linette M.,Strycova B.,24,623,1765,59,6,4,6,7,6,3,2,1,Completed,1.53,2.5,1.63,2.4,1.67,2.54,1.58,2.39
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Bouzkova M.,Kontaveit A.,33,81,1258,779,6,1,6,2,,,2,0,Completed,1.62,2.3,1.7,2.27,1.74,2.42,1.66,2.23
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Boulter K.,Tomova V.,89,99,733,680,6,0,3,6,6,3,2,1,Completed,1.33,3.4,1.35,3.46,1.37,3.5,1.34,3.31
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Garcia C.,Fernandez L.A.,5,95,4845,712,3,6,6,4,7,6,2,1,Completed,1.36,3.2,1.37,3.32,1.4,3.45,1.35,3.21
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Cocciaretto E.,Masarova R.,43,66,1100,887,6,3,6,1,,,2,0,Completed,2.3,1.62,2.29,1.69,2.4,1.69,2.29,1.63
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Vekic D.,Stephens S.,21,39,1975,1170,4,6,7,5,6,4,2,1,Completed,1.4,3,1.4,3.17,1.44,3.17,1.39,3.01
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Bencic B.,Collins D.,14,52,2380,1013,3,6,6,4,7,6,2,1,Completed,1.36,3.2,1.35,3.47,1.4,3.47,1.34,3.26
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Rybakina E.,Cornet A.,3,74,5090,829,6,2,7,6,,,2,0,Completed,1.14,5.5,1.15,6.43,1.2,7.25,1.14,5.72
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Potapova A.,Juvan K.,23,244,1845,299,6,3,7,5,,,2,0,Completed,1.3,3.5,1.33,3.62,1.36,3.68,1.32,3.42
31,London,Wimbledon,06/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Pegula J.,Bucsa C.,4,78,4995,790,6,1,6,4,,,2,0,Completed,1.14,5.5,1.18,5.38,1.19,6,1.16,5.3
31,London,Wimbledon,07/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Keys M.,Golubic V.,18,139,2106,511,7,5,6,3,,,2,0,Completed,1.17,5,1.22,4.85,1.24,5.25,1.19,4.71
31,London,Wimbledon,07/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Galfi D.,Niemeier J.,126,103,584,650,4,6,7,6,6,1,2,1,Completed,3,1.4,3.11,1.41,3.12,1.44,2.97,1.4
31,London,Wimbledon,07/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Kostyuk M.,Badosa P.,36,35,1200,1233,6,2,1,0,,,1,0,Retired,2.38,1.57,2.43,1.62,2.5,1.64,2.36,1.59
31,London,Wimbledon,07/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Alexandrova E.,Brengle M.,22,114,1915,624,6,7,7,6,7,6,2,1,Completed,1.14,5.5,1.14,6.63,1.2,6.63,1.14,5.77
31,London,Wimbledon,07/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Stevanovic N.,Korpatsch T.,225,122,322,603,7,5,7,5,,,2,0,Completed,1.73,2.1,1.66,2.34,1.8,2.48,1.65,2.25
31,London,Wimbledon,07/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Kvitova P.,Sasnovich A.,9,69,3101,868,6,2,6,2,,,2,0,Completed,1.2,4.5,1.22,4.78,1.29,4.9,1.21,4.47
31,London,Wimbledon,07/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Blinkova A.,Begu I.,40,30,1153,1342,7,5,6,3,,,2,0,Completed,1.73,2.1,1.73,2.22,1.8,2.3,1.72,2.12
31,London,Wimbledon,07/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Sabalenka A.,Gracheva V.,2,41,8066,1118,2,6,7,5,6,2,2,1,Completed,1.08,8,1.1,8.55,1.13,8.75,1.09,7.63
31,London,Wimbledon,07/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Andreescu B.,Kalinina A.,50,26,1027,1527,6,2,4,6,7,6,2,1,Completed,1.67,2.2,1.78,2.15,1.8,2.2,1.73,2.12
31,London,Wimbledon,07/07/2023,Grand Slam,Outdoor,Grass,2nd Round,3,Jabeur O.,Bai Z.,6,191,3547,371,6,1,6,1,,,2,0,Completed,1.08,8,1.09,9.63,1.13,9.75,1.09,7.83
31,London,Wimbledon,07/07/2023,Grand Slam,Outdoor,Grass,3rd Round,3,Tsurenko L.,Bogdan A.,60,57,942,972,4,6,6,3,7,6,2,1,Completed,1.73,2.1,1.87,2.04,1.87,2.21,1.78,2.06
31,London,Wimbledon,07/07/2023,Grand Slam,Outdoor,Grass,3rd Round,3,Azarenka V.,Kasatkina D.,20,10,1996,2935,6,2,6,4,,,2,0,Completed,2.5,1.53,2.63,1.55,2.71,1.57,2.55,1.52
31,London,Wimbledon,07/07/2023,Grand Slam,Outdoor,Grass,3rd Round,3,Vondrousova M.,Vekic D.,42,21,1106,1975,6,1,7,5,,,2,0,Completed,1.8,2,1.85,2.07,1.92,2.15,1.81,2.02
31,London,Wimbledon,07/07/2023,Grand Slam,Outdoor,Grass,3rd Round,3,Pegula J.,Cocciaretto E.,4,43,4995,1100,6,4,6,0,,,2,0,Completed,1.2,4.5,1.22,4.9,1.23,5,1.2,4.59
31,London,Wimbledon,07/07/2023,Grand Slam,Outdoor,Grass,3rd Round,3,Bencic B.,Linette M.,14,24,2380,1765,6,3,6,1,,,2,0,Completed,1.44,2.75,1.41,3.17,1.51,3.17,1.41,2.92
31,London,Wimbledon,07/07/2023,Grand Slam,Outdoor,Grass,3rd Round,3,Svitolina E.,Kenin S.,76,128,798,582,7,6,6,2,,,2,0,Completed,2.1,1.73,2.31,1.69,2.4,1.8,2.22,1.68
31,London,Wimbledon,07/07/2023,Grand Slam,Outdoor,Grass,3rd Round,3,Swiatek I.,Martic P.,1,29,8990,1418,6,2,7,5,,,2,0,Completed,1.03,17,1.04,17.46,1.05,20,1.03,14.56
31,London,Wimbledon,07/07/2023,Grand Slam,Outdoor,Grass,3rd Round,3,Bouzkova M.,Garcia C.,33,5,1258,4845,7,6,4,6,7,5,2,1,Completed,1.91,1.91,1.87,2.04,2.05,2.05,1.87,1.95
31,London,Wimbledon,08/07/2023,Grand Slam,Outdoor,Grass,3rd Round,3,Kvitova P.,Stevanovic N.,9,225,3101,322,6,3,7,5,,,2,0,Completed,1.06,10,1.08,11.05,1.12,11.05,1.07,9.08
31,London,Wimbledon,08/07/2023,Grand Slam,Outdoor,Grass,3rd Round,3,Haddad Maia B.,Cirstea S.,13,37,2560,1187,6,2,6,2,,,2,0,Completed,1.67,2.2,1.75,2.21,1.76,2.25,1.71,2.17
31,London,Wimbledon,08/07/2023,Grand Slam,Outdoor,Grass,3rd Round,3,Alexandrova E.,Galfi D.,22,126,1915,584,6,0,6,4,,,2,0,Completed,1.17,5,1.18,5.57,1.24,5.57,1.18,4.98
31,London,Wimbledon,08/07/2023,Grand Slam,Outdoor,Grass,3rd Round,3,Sabalenka A.,Blinkova A.,2,40,8066,1153,6,2,6,3,,,2,0,Completed,1.13,6,1.13,7.2,1.14,7.4,1.12,6.32
31,London,Wimbledon,08/07/2023,Grand Slam,Outdoor,Grass,3rd Round,3,Keys M.,Kostyuk M.,18,36,2106,1200,6,4,6,1,,,2,0,Completed,1.3,3.5,1.3,3.95,1.39,3.95,1.31,3.55
31,London,Wimbledon,08/07/2023,Grand Slam,Outdoor,Grass,3rd Round,3,Jabeur O.,Andreescu B.,6,50,3547,1027,3,6,6,3,6,4,2,1,Completed,1.22,4.33,1.23,4.73,1.28,4.82,1.22,4.41
31,London,Wimbledon,08/07/2023,Grand Slam,Outdoor,Grass,3rd Round,3,Rybakina E.,Boulter K.,3,89,5090,733,6,1,6,1,,,2,0,Completed,1.17,5,1.16,6.74,1.17,6.74,1.15,5.68
31,London,Wimbledon,09/07/2023,Grand Slam,Outdoor,Grass,3rd Round,3,Andreeva M.,Potapova A.,102,23,651,1845,6,2,7,5,,,2,0,Completed,2.2,1.67,2.34,1.68,2.35,1.71,2.26,1.66
31,London,Wimbledon,09/07/2023,Grand Slam,Outdoor,Grass,4th Round,3,Vondrousova M.,Bouzkova M.,42,33,1106,1258,2,6,6,4,6,3,2,1,Completed,1.44,2.75,1.43,3.1,1.5,3.12,1.43,2.88
31,London,Wimbledon,09/07/2023,Grand Slam,Outdoor,Grass,4th Round,3,Pegula J.,Tsurenko L.,4,60,4995,942,6,1,6,3,,,2,0,Completed,1.2,4.5,1.25,4.53,1.26,4.54,1.23,4.22
31,London,Wimbledon,09/07/2023,Grand Slam,Outdoor,Grass,4th Round,3,Swiatek I.,Bencic B.,1,14,8990,2380,6,7,7,6,6,3,2,1,Completed,1.17,5,1.2,5.01,1.21,5.25,1.19,4.88
31,London,Wimbledon,09/07/2023,Grand Slam,Outdoor,Grass,4th Round,3,Svitolina E.,Azarenka V.,76,20,798,1996,2,6,6,4,7,6,2,1,Completed,2.2,1.67,2.32,1.68,2.38,1.71,2.25,1.66
31,London,Wimbledon,10/07/2023,Grand Slam,Outdoor,Grass,4th Round,3,Keys M.,Andreeva M.,18,102,2106,651,3,6,7,6,6,2,2,1,Completed,1.4,3,1.4,3.21,1.45,3.27,1.39,3.05
